Year,Sex,Type,Cancer_Type,Age_0_to_4,Age_5_to_9,Age_10_to_14,Age_15_to_19,Age_20_to_24,Age_25_to_29,Age_30_to_34,Age_35_to_39,Age_40_to_44,Age_45_to_49,Age_50_to_54,Age_55_to_59,Age_60_to_64,Age_65_to_69,Age_70_to_74,Age_75_to_79,Age_80_to_84,Age_85+,Age_Unknown,Age_Std_Rate_Aust,Age_Std_Rate_Segi,Age_Std_Rate_WHO
1987,Persons,Mortality,Bowel cancer,0.000000,0.000000,0.000000,0.000000,0.075346,1.015668,1.158104,2.699349,5.918782,14.970232,30.423646,45.613786,73.371728,93.102202,133.512739,186.009473,260.110843,351.447755,0.000000,31.251699,18.233881,21.209294
1988,Persons,Mortality,Bowel cancer,0.000000,0.000000,0.079928,0.071039,0.150850,0.071194,0.905996,2.116898,5.402342,13.612592,28.524160,46.424753,72.073797,91.536494,134.530082,191.668028,242.550926,302.836643,0.000000,30.027654,17.600085,20.459570
1989,Persons,Mortality,Bowel cancer,0.000000,0.000000,0.000000,0.070763,0.224568,0.421314,0.956830,2.394285,5.758369,13.110071,25.908463,42.067710,70.853024,90.945184,130.540656,176.916874,237.107291,338.715535,0.000000,29.467182,17.190917,19.965949
1990,Persons,Mortality,Bowel cancer,0.000000,0.000000,0.000000,0.071306,0.294473,0.421761,0.932834,1.828195,5.559014,11.505734,25.452358,39.941273,65.947340,99.645052,128.959359,174.560534,219.899046,307.117377,0.000000,28.416916,16.710652,19.346974
1991,Persons,Mortality,Bowel cancer,0.000000,0.000000,0.000000,0.146620,0.071594,0.428675,1.332646,1.957261,5.872031,11.951669,26.212196,38.156898,63.919182,93.090454,125.696273,176.855356,227.561481,304.057778,0.000000,28.187325,16.446976,19.126233
1992,Persons,Mortality,Bowel cancer,0.000000,0.000000,0.000000,0.000000,0.000000,0.434294,0.827580,1.849126,5.409119,11.278715,26.220760,43.118480,62.972985,88.882196,127.414668,165.030012,228.254293,319.551645,0.000000,28.077873,16.355402,19.019684
1993,Persons,Mortality,Bowel cancer,0.000000,0.000000,0.000000,0.077484,0.208406,0.293532,0.822225,2.333404,4.774917,11.400779,22.293356,44.073674,64.642144,93.283173,122.937853,175.968463,221.026599,344.588735,0.000000,28.460583,16.515322,19.216163
1994,Persons,Mortality,Bowel cancer,0.000000,0.000000,0.078353,0.000000,0.209096,0.441953,0.886862,1.870735,5.484385,10.335635,22.159359,49.790225,70.836191,100.150372,130.803770,165.101958,220.726397,317.865365,0.000000,28.809814,17.071382,19.706447
1995,Persons,Mortality,Bowel cancer,0.000000,0.000000,0.000000,0.000000,0.210844,0.145699,0.892310,1.903230,4.966200,10.018667,21.478329,40.044700,64.735257,92.905135,128.994033,166.160546,218.600374,304.626649,0.000000,27.410919,16.005238,18.578081
1996,Persons,Mortality,Bowel cancer,0.000000,0.000000,0.000000,0.000000,0.144014,0.496531,1.042559,1.654957,4.297296,9.699065,21.090111,40.445164,64.922574,94.223613,132.797699,153.092468,220.228269,305.617083,0.000000,27.216559,15.964905,18.480584
1997,Persons,Mortality,Bowel cancer,0.000000,0.076217,0.076628,0.000000,0.296432,0.485066,0.774696,1.832052,3.935694,9.944729,20.374543,41.348672,66.673967,89.632507,130.062134,162.105571,204.464074,296.843563,0.000000,26.894659,15.823713,18.298513
1998,Persons,Mortality,Bowel cancer,0.000000,0.000000,0.076477,0.156531,0.076066,0.343502,1.352573,2.078647,5.035482,10.598053,16.919393,38.515490,61.193723,89.471457,125.825170,156.343699,203.630320,285.111632,0.000000,25.982953,15.240553,17.663731
1999,Persons,Mortality,Bowel cancer,0.000000,0.000000,0.000000,0.000000,0.309922,0.275415,0.925490,2.065400,3.609894,7.498097,16.097581,36.780034,56.110924,81.230802,126.569502,150.776632,203.780312,289.637869,0.000000,24.908359,14.356448,16.748974
2000,Persons,Mortality,Bowel cancer,0.000000,0.000000,0.000000,0.000000,0.312536,0.208707,1.339712,2.272484,3.609905,8.924253,16.163310,34.776506,60.563773,83.234987,116.335989,155.519144,201.619470,286.713231,0.000000,24.923683,14.452882,16.821522
2001,Persons,Mortality,Bowel cancer,0.000000,0.000000,0.000000,0.074628,0.155023,0.358729,1.029088,2.697177,3.264940,8.516973,16.408859,32.036600,53.033309,80.838120,119.231054,151.013477,207.431540,277.860022,0.000000,24.307038,13.947904,16.316387
2002,Persons,Mortality,Bowel cancer,0.000000,0.000000,0.000000,0.147939,0.304025,0.513270,1.140411,1.773420,2.732304,8.389849,14.360054,28.295655,48.255418,78.735843,112.018278,152.668839,186.581758,269.306408,0.000000,22.949133,13.109473,15.348974
2003,Persons,Mortality,Bowel cancer,0.000000,0.000000,0.000000,0.000000,0.148147,0.148224,1.126611,1.446468,4.273572,8.597984,14.336608,26.481801,48.079324,70.259652,102.050773,140.128370,178.674828,254.416506,0.000000,21.605338,12.365209,14.466769
2004,Persons,Mortality,Bowel cancer,0.000000,0.000000,0.000000,0.073105,0.144851,0.669783,0.861441,1.446890,4.051673,6.950700,13.663955,24.348447,37.751865,63.875612,95.693780,132.340348,158.564178,237.182040,0.000000,19.683383,11.169881,13.123394
2005,Persons,Mortality,Bowel cancer,0.000000,0.000000,0.000000,0.000000,0.212067,0.517540,0.666437,1.974941,2.880248,6.753535,14.938255,20.221045,41.484637,63.852477,94.168042,131.107389,163.311967,238.590825,0.000000,19.639522,11.129541,13.062911
2006,Persons,Mortality,Bowel cancer,0.000000,0.000000,0.000000,0.143608,0.069040,0.072380,1.017540,1.723192,3.033412,6.834798,12.464434,21.303792,34.224359,60.404516,79.470368,109.753220,150.209995,214.627289,0.000000,17.489312,9.948384,11.676831
2007,Persons,Mortality,Bowel cancer,0.000000,0.000000,0.000000,0.140774,0.404547,0.628923,1.098084,1.285607,3.789309,5.364771,13.182255,21.766985,35.823645,61.575893,81.999603,119.588834,164.038561,222.165536,0.000000,18.344596,10.364529,12.216525
2008,Persons,Mortality,Bowel cancer,0.000000,0.000000,0.000000,0.069079,0.458607,0.933328,0.822851,1.572769,2.467639,6.307618,11.947218,20.495115,34.806262,54.040331,82.234217,109.520014,143.352304,221.808734,0.000000,17.256770,9.784140,11.485247
2009,Persons,Mortality,Bowel cancer,0.000000,0.000000,0.000000,0.136758,0.252944,0.507193,0.677334,1.932331,4.298763,6.304562,12.097208,20.820838,34.038289,49.776928,75.114141,107.384511,151.186041,216.441399,0.000000,16.985917,9.572697,11.291230
2010,Persons,Mortality,Bowel cancer,0.000000,0.000000,0.000000,0.000000,0.436122,0.675985,0.667469,2.061796,2.992645,5.466927,9.927543,19.642266,28.885183,43.813539,79.728300,112.402875,145.314245,211.074150,0.000000,16.330322,9.012717,10.732753
2011,Persons,Mortality,Bowel cancer,0.000000,0.000000,0.000000,0.137603,0.124095,1.025227,0.911363,1.842545,3.087112,5.837193,9.303490,15.568944,30.505710,47.366546,67.612973,112.476068,147.737100,209.857609,0.000000,15.947154,8.799173,10.472358
1968,Male,Incidence,Brain cancer,,,,,,,,,,,,,,,,,,,,,,
1969,Male,Incidence,Brain cancer,,,,,,,,,,,,,,,,,,,,,,
1970,Male,Incidence,Brain cancer,,,,,,,,,,,,,,,,,,,,,,
1971,Male,Incidence,Brain cancer,,,,,,,,,,,,,,,,,,,,,,
1972,Male,Incidence,Brain cancer,,,,,,,,,,,,,,,,,,,,,,
1973,Male,Incidence,Brain cancer,,,,,,,,,,,,,,,,,,,,,,
1974,Male,Incidence,Brain cancer,,,,,,,,,,,,,,,,,,,,,,
1975,Male,Incidence,Brain cancer,,,,,,,,,,,,,,,,,,,,,,
1976,Male,Incidence,Brain cancer,,,,,,,,,,,,,,,,,,,,,,
1977,Male,Incidence,Brain cancer,,,,,,,,,,,,,,,,,,,,,,
1978,Male,Incidence,Brain cancer,,,,,,,,,,,,,,,,,,,,,,
1979,Male,Incidence,Brain cancer,,,,,,,,,,,,,,,,,,,,,,
1980,Male,Incidence,Brain cancer,,,,,,,,,,,,,,,,,,,,,,
1981,Male,Incidence,Brain cancer,,,,,,,,,,,,,,,,,,,,,,
1982,Male,Incidence,Brain cancer,3.549036,2.530188,2.313613,1.823414,1.627313,2.211041,3.535903,3.837411,7.882066,9.387052,14.530660,15.502799,17.408156,20.196420,22.885041,20.757373,1.822257,10.541110,0.000000,7.497229,6.212805,6.460092
1983,Male,Incidence,Brain cancer,2.832540,1.936327,1.713556,1.375068,2.631267,1.714918,3.999987,4.295415,4.812878,8.140236,11.418191,16.074628,18.468435,23.426643,26.246030,19.055043,15.579290,6.892036,0.000000,7.344659,5.917379,6.233709
1984,Male,Incidence,Brain cancer,3.130602,1.974506,1.432131,1.824107,2.329540,3.989615,3.509623,4.479328,5.671900,6.910833,10.002027,17.776941,17.587161,22.856593,28.146503,18.251203,22.907633,3.311587,0.000000,7.532693,6.082919,6.416643
1985,Male,Incidence,Brain cancer,3.744873,2.655320,3.038361,2.099023,1.602216,3.298059,2.868759,3.522141,3.830383,8.806043,8.799977,14.022805,20.888577,24.418293,29.248176,25.330484,15.769140,9.257259,0.000000,7.627751,6.243346,6.491034
1986,Male,Incidence,Brain cancer,2.907822,1.983871,4.314179,1.888023,3.380255,3.373636,3.460779,4.518922,6.344726,6.694661,11.671118,13.252467,23.037608,22.176116,33.437787,24.106914,21.103089,14.406316,0.000000,8.320460,6.694795,7.044519
1987,Male,Incidence,Brain cancer,2.082813,2.933684,0.919153,2.543235,1.630954,3.304631,3.545197,4.722231,4.801468,10.298546,11.439238,14.459567,19.133586,29.759237,28.651815,23.243989,19.895690,11.033265,0.000000,8.076767,6.420400,6.775815
1988,Male,Incidence,Brain cancer,3.018710,2.716853,2.025395,1.670393,2.525504,2.964054,3.164023,4.680370,5.367813,6.290973,9.901141,16.786526,17.999059,23.948818,23.980703,24.444926,27.105413,15.837403,0.000000,7.738066,6.119629,6.490959
1989,Male,Incidence,Brain cancer,2.511648,1.569765,2.200258,2.215612,1.181319,3.065173,3.229239,4.622240,7.100164,7.671733,10.100264,14.548942,18.370055,20.849079,22.148812,28.037945,16.868658,7.503752,0.000000,7.372910,5.845388,6.202953
1990,Male,Incidence,Brain cancer,2.789699,1.699311,1.735038,2.648357,1.742861,1.676376,4.147876,4.723507,5.152539,7.746118,12.135287,13.081550,16.312548,23.264040,24.324424,31.707617,34.663762,21.652312,0.000000,7.992466,6.044536,6.517106
1991,Male,Incidence,Brain cancer,1.533032,2.145864,1.723298,1.287972,2.121269,3.557564,2.801968,4.968174,5.647665,7.027567,11.988141,13.612776,20.993568,20.928213,26.696543,30.190008,26.062336,22.614202,0.000000,7.949387,6.041314,6.491332
1992,Male,Incidence,Brain cancer,2.885718,1.982569,2.491265,1.476854,2.348566,2.020791,4.272656,5.480264,4.441613,7.838247,15.256146,13.108895,25.388415,26.795449,25.518528,30.257186,26.044616,19.027484,0.000000,8.612137,6.718055,7.135631
1993,Male,Incidence,Brain cancer,3.322043,2.445844,1.695592,1.360491,1.918933,3.365200,4.521273,4.237226,5.672071,7.567209,12.746552,13.061037,15.391332,23.385490,24.385564,22.079794,16.117940,21.881838,0.000000,7.576664,6.036370,6.371094
1994,Male,Incidence,Brain cancer,2.105966,2.290332,2.442603,2.146502,1.373947,4.114876,3.137465,4.901438,5.324425,6.341319,10.773108,15.786726,21.173701,26.845476,27.367061,25.173142,33.572410,24.447119,0.000000,8.332845,6.427760,6.863858
1995,Male,Incidence,Brain cancer,3.158047,2.120203,1.511382,1.234911,2.909647,3.341120,3.158577,3.528303,6.481087,7.581118,12.138255,15.550219,18.743397,22.461344,30.110741,35.525661,35.213679,19.437033,0.000000,8.528733,6.466381,6.948113
1996,Male,Incidence,Brain cancer,2.414129,1.350565,2.397507,2.148755,2.412066,4.813621,4.597029,4.006814,4.751687,8.286937,9.903278,11.728184,19.597206,26.207012,25.113740,29.656820,40.821751,33.331667,0.000000,8.471196,6.414518,6.904797
1997,Male,Incidence,Brain cancer,2.715374,2.081744,1.796582,0.922260,1.754309,2.909873,2.827531,3.676976,5.121369,5.560859,12.610204,14.340997,18.349032,25.914530,33.869179,31.211812,29.584431,22.013963,0.000000,8.148746,6.146095,6.588713
1998,Male,Incidence,Brain cancer,1.667056,3.241739,1.644184,1.681101,2.099640,2.614354,2.146193,4.039903,4.918661,8.131927,11.037603,15.228233,18.653236,21.584157,25.461179,31.060724,27.232868,28.003360,0.000000,7.907869,6.005492,6.436112
1999,Male,Incidence,Brain cancer,3.046120,1.752889,1.336892,1.814169,1.527569,3.449094,4.730437,3.346971,7.120874,8.502678,11.953476,13.725276,17.771738,26.219983,21.856878,32.238183,24.118772,29.016346,0.000000,8.223796,6.313958,6.748985
2000,Male,Incidence,Brain cancer,3.061751,2.324922,1.617335,0.892918,0.615825,2.373178,4.828098,5.107122,5.728321,7.237221,12.212568,17.656418,16.322021,24.855490,29.561449,26.582215,42.297248,18.172850,0.000000,8.404094,6.313823,6.830830
2001,Male,Incidence,Brain cancer,2.450031,2.902345,2.178978,1.753991,2.750006,3.456729,4.290948,3.392696,4.384030,7.899754,12.343203,15.900436,19.212857,27.901032,24.875539,27.012545,29.046262,31.953986,0.000000,8.463738,6.564150,6.991345
2002,Male,Incidence,Brain cancer,2.613121,2.620896,1.293455,1.884096,1.644759,3.078777,4.330680,4.118922,6.844664,9.543680,13.031661,15.937452,18.437188,23.432786,27.867906,31.992529,33.890313,25.997353,0.000000,8.752797,6.636077,7.137653
2003,Male,Incidence,Brain cancer,2.766609,0.878991,0.853167,2.018315,2.038588,3.400918,4.547132,5.687517,6.223072,7.073167,11.278468,15.741167,18.208429,19.960364,23.061189,32.407953,29.869823,24.097215,0.000000,8.086050,6.101196,6.607064
2004,Male,Incidence,Brain cancer,2.302372,2.060390,1.129326,1.432954,1.990075,3.703215,3.739406,4.024809,4.871799,8.486743,10.272418,15.556860,18.202402,27.137493,29.220125,32.919508,23.658373,25.614469,0.000000,8.248319,6.273836,6.725425
2005,Male,Incidence,Brain cancer,2.286435,1.623758,1.406513,1.416567,2.361590,3.672760,3.624001,3.288167,5.407202,7.922322,13.506787,13.970110,21.085903,25.473198,27.269146,35.192466,27.794974,11.397665,0.000000,8.264308,6.323121,6.775369
2006,Male,Incidence,Brain cancer,3.762476,2.356750,1.266919,0.979547,1.765302,3.016327,3.406375,4.533623,5.976373,7.791228,9.102277,14.469847,16.703775,23.819807,27.302118,31.200624,27.979174,12.588848,0.000000,7.799427,6.051882,6.445424
2007,Male,Incidence,Brain cancer,2.040070,2.940000,2.253800,1.370631,1.979869,2.491260,3.855358,5.566617,5.355943,7.222167,10.412114,16.782063,20.047964,24.425989,31.786086,31.431652,29.962459,32.454946,0.000000,8.654465,6.531414,7.033795
2008,Male,Incidence,Brain cancer,2.534312,2.340307,2.111766,1.747883,1.277242,2.237882,3.159315,5.958833,5.103151,6.167947,10.528517,14.098027,19.109634,25.796591,29.905907,38.562609,28.400216,22.157454,0.000000,8.319240,6.255244,6.739729
2009,Male,Incidence,Brain cancer,2.868974,2.318888,1.264747,1.226162,1.597794,2.121515,3.792450,4.269903,6.396162,8.955979,9.871432,16.056681,22.126709,23.567087,31.137321,30.375970,37.496317,19.871208,0.000000,8.521194,6.444025,6.919806
2010,Male,Incidence,Brain cancer,2.676943,1.962260,1.304699,1.689638,1.874676,3.012466,4.385605,4.723837,5.804897,7.491709,10.188368,16.036757,20.416498,26.258070,31.888703,32.564502,39.703247,25.466625,0.000000,8.773705,6.566843,7.095394
2011,Male,Incidence,Brain cancer,,,,,,,,,,,,,,,,,,,,,,
1968,Female,Incidence,Brain cancer,,,,,,,,,,,,,,,,,,,,,,
1969,Female,Incidence,Brain cancer,,,,,,,,,,,,,,,,,,,,,,
1970,Female,Incidence,Brain cancer,,,,,,,,,,,,,,,,,,,,,,
1971,Female,Incidence,Brain cancer,,,,,,,,,,,,,,,,,,,,,,
1972,Female,Incidence,Brain cancer,,,,,,,,,,,,,,,,,,,,,,
1973,Female,Incidence,Brain cancer,,,,,,,,,,,,,,,,,,,,,,
1974,Female,Incidence,Brain cancer,,,,,,,,,,,,,,,,,,,,,,
1975,Female,Incidence,Brain cancer,,,,,,,,,,,,,,,,,,,,,,
1976,Female,Incidence,Brain cancer,,,,,,,,,,,,,,,,,,,,,,
1977,Female,Incidence,Brain cancer,,,,,,,,,,,,,,,,,,,,,,
1978,Female,Incidence,Brain cancer,,,,,,,,,,,,,,,,,,,,,,
1979,Female,Incidence,Brain cancer,,,,,,,,,,,,,,,,,,,,,,
1980,Female,Incidence,Brain cancer,,,,,,,,,,,,,,,,,,,,,,
1981,Female,Incidence,Brain cancer,,,,,,,,,,,,,,,,,,,,,,
1982,Female,Incidence,Brain cancer,1.774421,2.156170,0.905158,1.268054,1.825262,2.901125,2.308764,2.471488,4.504964,5.482231,8.827471,7.524131,12.662159,18.944809,15.776771,11.798531,8.573552,9.005416,0.000000,5.130757,4.226879,4.399960
1983,Female,Incidence,Brain cancer,3.508360,1.695913,0.894049,1.277204,1.204172,2.066845,2.931725,3.577235,6.691093,4.813298,6.262576,12.560800,15.717962,11.673098,16.915448,14.205723,15.696848,1.245889,0.000000,5.443338,4.488042,4.693799
1984,Female,Incidence,Brain cancer,3.466679,3.283493,1.798257,1.906114,1.804240,2.190539,3.548897,3.276015,4.423047,5.441740,6.905429,6.409846,13.463896,13.156801,19.413552,17.591647,13.283388,6.007738,0.000000,5.478743,4.594277,4.761565
1985,Female,Incidence,Brain cancer,1.708283,2.270477,1.212687,0.784032,1.508519,1.839227,2.239262,3.814161,4.021309,3.764191,6.703124,9.627290,14.291250,16.414128,20.061883,13.044896,15.596839,6.755920,0.000000,5.174590,4.137673,4.365016
1986,Female,Incidence,Brain cancer,3.392907,3.654653,1.407695,1.366388,1.066607,2.249854,2.525603,3.520304,3.844481,4.888888,6.947301,5.664928,12.777503,17.099695,14.401959,17.214398,8.425736,6.343232,0.000000,5.069144,4.306436,4.421175
1987,Female,Incidence,Brain cancer,2.523010,2.403124,2.097630,1.473824,1.225582,2.198092,2.629723,2.562994,3.732242,5.690912,5.705545,8.714360,13.846805,16.448409,17.963870,16.090752,18.581204,6.173221,0.000000,5.323934,4.340484,4.538777
1988,Female,Incidence,Brain cancer,2.499404,1.687399,1.969544,1.015552,1.991769,2.011156,2.118654,4.413090,3.333246,5.054555,7.154554,11.553411,12.970694,14.879145,18.316456,20.402017,17.821445,11.020609,0.000000,5.630790,4.452360,4.726314
1989,Female,Incidence,Brain cancer,0.988764,2.318407,1.987156,1.157702,1.366355,1.698817,4.281214,3.252214,4.698633,5.702755,9.764195,11.080578,15.380423,14.874269,16.553115,21.417164,17.188679,9.689171,0.000000,5.937398,4.627333,4.965745
1990,Female,Incidence,Brain cancer,1.957838,2.601706,1.998175,0.437971,3.135091,1.697848,2.303985,3.351217,5.171675,6.476670,6.735183,8.074913,13.759500,15.779115,18.105366,20.843623,16.508164,6.628223,0.000000,5.625126,4.508947,4.763293
1991,Female,Incidence,Brain cancer,1.775909,2.581520,3.480809,2.104311,2.175048,2.726223,3.511478,3.764159,4.224473,4.575776,7.744959,10.316522,15.671906,13.380859,18.776948,17.738202,19.255235,4.544339,0.000000,5.897093,4.830706,5.096662
1992,Female,Incidence,Brain cancer,2.877546,2.407546,0.657753,1.863059,1.986083,1.597082,3.312780,3.398144,4.678764,3.902867,7.786361,9.015654,15.071549,14.463202,20.527277,19.222956,23.127499,6.064386,0.000000,5.725708,4.552577,4.817747
1993,Female,Incidence,Brain cancer,2.544125,1.605319,1.302357,1.112771,1.690324,1.913884,3.152533,2.474610,5.726375,5.245526,5.541036,10.399889,12.259443,16.352999,22.774006,22.208771,24.045002,9.874186,0.000000,5.824552,4.488647,4.804225
1994,Female,Incidence,Brain cancer,2.376776,1.443055,1.931611,1.451774,1.980436,2.658196,1.501161,2.729281,3.051246,4.878919,6.419963,12.222841,14.049838,19.805174,15.802582,20.687530,19.791411,10.229052,0.000000,5.621806,4.473840,4.720395
1995,Female,Incidence,Brain cancer,3.168402,1.433304,0.476575,2.112262,1.711564,1.899743,2.607322,1.549110,2.854932,4.393680,8.014967,10.153109,12.944146,17.006080,15.230730,22.793052,15.717504,16.441960,0.000000,5.396185,4.257905,4.484800
1996,Female,Incidence,Brain cancer,2.544784,2.681071,1.574156,1.128756,1.608267,2.416650,1.941982,2.890882,5.175670,5.964003,4.040641,10.109977,12.397684,17.563789,16.594399,16.075646,15.932990,14.903976,0.000000,5.395694,4.373170,4.575728
1997,Female,Incidence,Brain cancer,1.750321,1.250921,1.569696,0.807213,0.751483,2.356457,2.526029,2.569450,3.630307,3.751571,6.922500,11.217987,11.334452,15.124880,19.271300,21.950111,22.914373,14.801160,0.000000,5.388291,4.041803,4.369055
1998,Female,Incidence,Brain cancer,2.399079,2.014876,1.566021,1.283355,1.080479,2.332474,2.408553,2.938179,3.863269,4.612731,5.091846,8.584089,12.690253,11.524521,20.654693,18.330708,19.331356,19.881608,0.000000,5.263535,4.091988,4.343552
