,Data type,Cancer group/site,Year,Sex,State or Territory,Count,"Age-standardised rate
2001 Australian Standard Population 
(per 100,000)","Age-standardised rate
2023 Australian population 
(per 100,000)",Unnamed: 8,ICD-10 codes
1430,Incidence,Non-melanoma skin cancer (rare types),2015.0,Persons,Australia,931,3.3,4.5, ,C44
1431,Incidence,Non-melanoma skin cancer (rare types),2016.0,Males,New South Wales,258,6,8.2, ,C44
1432,Incidence,Non-melanoma skin cancer (rare types),2016.0,Males,Victoria,91,2.8,3.8, ,C44
1433,Incidence,Non-melanoma skin cancer (rare types),2016.0,Males,Queensland,159,6.3,8.6, ,C44
1434,Incidence,Non-melanoma skin cancer (rare types),2016.0,Males,Western Australia,71,5.8,7.8, ,C44
1435,Incidence,Non-melanoma skin cancer (rare types),2016.0,Males,South Australia,38,3.4,4.8, ,C44
1436,Incidence,Non-melanoma skin cancer (rare types),2016.0,Males,Tasmania,11,3.4,4.4, ,C44
1437,Incidence,Non-melanoma skin cancer (rare types),2016.0,Males,Australian Capital Territory,6,3.4,4.4, ,C44
1438,Incidence,Non-melanoma skin cancer (rare types),2016.0,Males,Northern Territory,2,n.p.,n.p., ,C44
1439,Incidence,Non-melanoma skin cancer (rare types),2016.0,Males,Australia,637,4.9,6.7, ,C44
1440,Incidence,Non-melanoma skin cancer (rare types),2016.0,Females,New South Wales,144,2.7,3.6, ,C44
1441,Incidence,Non-melanoma skin cancer (rare types),2016.0,Females,Victoria,47,1.1,1.5, ,C44
1442,Incidence,Non-melanoma skin cancer (rare types),2016.0,Females,Queensland,76,2.6,3.4, ,C44
1443,Incidence,Non-melanoma skin cancer (rare types),2016.0,Females,Western Australia,55,3.7,5, ,C44
1444,Incidence,Non-melanoma skin cancer (rare types),2016.0,Females,South Australia,13,1,1.2, ,C44
1445,Incidence,Non-melanoma skin cancer (rare types),2016.0,Females,Tasmania,3,n.p.,n.p., ,C44
1446,Incidence,Non-melanoma skin cancer (rare types),2016.0,Females,Australian Capital Territory,2,n.p.,n.p., ,C44
1447,Incidence,Non-melanoma skin cancer (rare types),2016.0,Females,Northern Territory,0,0,0, ,C44
1448,Incidence,Non-melanoma skin cancer (rare types),2016.0,Females,Australia,342,2.2,2.9, ,C44
1449,Incidence,Non-melanoma skin cancer (rare types),2016.0,Persons,New South Wales,402,4.2,5.6, ,C44
1450,Incidence,Non-melanoma skin cancer (rare types),2016.0,Persons,Victoria,138,1.9,2.5, ,C44
1451,Incidence,Non-melanoma skin cancer (rare types),2016.0,Persons,Queensland,235,4.3,5.7, ,C44
1452,Incidence,Non-melanoma skin cancer (rare types),2016.0,Persons,Western Australia,126,4.6,6.2, ,C44
1453,Incidence,Non-melanoma skin cancer (rare types),2016.0,Persons,South Australia,51,2,2.8, ,C44
1454,Incidence,Non-melanoma skin cancer (rare types),2016.0,Persons,Tasmania,14,2,2.6, ,C44
1455,Incidence,Non-melanoma skin cancer (rare types),2016.0,Persons,Australian Capital Territory,7,2,2.6, ,C44
1456,Incidence,Non-melanoma skin cancer (rare types),2016.0,Persons,Northern Territory,2,n.p.,n.p., ,C44
1457,Incidence,Non-melanoma skin cancer (rare types),2016.0,Persons,Australia,979,3.4,4.6, ,C44
1458,Incidence,Non-melanoma skin cancer (rare types),2017.0,Males,New South Wales,298,6.7,9.1, ,C44
1459,Incidence,Non-melanoma skin cancer (rare types),2017.0,Males,Victoria,150,4.4,6.1, ,C44
1460,Incidence,Non-melanoma skin cancer (rare types),2017.0,Males,Queensland,165,6.3,8.5, ,C44
1461,Incidence,Non-melanoma skin cancer (rare types),2017.0,Males,Western Australia,73,5.7,7.8, ,C44
1462,Incidence,Non-melanoma skin cancer (rare types),2017.0,Males,South Australia,30,2.7,3.7, ,C44
1463,Incidence,Non-melanoma skin cancer (rare types),2017.0,Males,Tasmania,12,3.6,4.5, ,C44
1464,Incidence,Non-melanoma skin cancer (rare types),2017.0,Males,Australian Capital Territory,6,3.2,4.3, ,C44
1465,Incidence,Non-melanoma skin cancer (rare types),2017.0,Males,Northern Territory,3,n.p.,n.p., ,C44
1466,Incidence,Non-melanoma skin cancer (rare types),2017.0,Males,Australia,736,5.5,7.4, ,C44
1467,Incidence,Non-melanoma skin cancer (rare types),2017.0,Females,New South Wales,133,2.4,3.3, ,C44
1468,Incidence,Non-melanoma skin cancer (rare types),2017.0,Females,Victoria,76,1.8,2.4, ,C44
1469,Incidence,Non-melanoma skin cancer (rare types),2017.0,Females,Queensland,97,3.1,4.2, ,C44
1470,Incidence,Non-melanoma skin cancer (rare types),2017.0,Females,Western Australia,49,3.1,4.2, ,C44
1471,Incidence,Non-melanoma skin cancer (rare types),2017.0,Females,South Australia,21,1.5,2.1, ,C44
1472,Incidence,Non-melanoma skin cancer (rare types),2017.0,Females,Tasmania,9,2.6,3, ,C44
1473,Incidence,Non-melanoma skin cancer (rare types),2017.0,Females,Australian Capital Territory,1,n.p.,n.p., ,C44
1474,Incidence,Non-melanoma skin cancer (rare types),2017.0,Females,Northern Territory,0,0,0, ,C44
1475,Incidence,Non-melanoma skin cancer (rare types),2017.0,Females,Australia,387,2.4,3.2, ,C44
1476,Incidence,Non-melanoma skin cancer (rare types),2017.0,Persons,New South Wales,431,4.4,5.9, ,C44
1477,Incidence,Non-melanoma skin cancer (rare types),2017.0,Persons,Victoria,226,3,4, ,C44
1478,Incidence,Non-melanoma skin cancer (rare types),2017.0,Persons,Queensland,262,4.6,6.2, ,C44
1479,Incidence,Non-melanoma skin cancer (rare types),2017.0,Persons,Western Australia,122,4.3,5.8, ,C44
1480,Incidence,Non-melanoma skin cancer (rare types),2017.0,Persons,South Australia,51,2.1,2.8, ,C44
1481,Incidence,Non-melanoma skin cancer (rare types),2017.0,Persons,Tasmania,21,3.1,3.8, ,C44
1482,Incidence,Non-melanoma skin cancer (rare types),2017.0,Persons,Australian Capital Territory,7,1.9,2.5, ,C44
1483,Incidence,Non-melanoma skin cancer (rare types),2017.0,Persons,Northern Territory,3,n.p.,n.p., ,C44
1484,Incidence,Non-melanoma skin cancer (rare types),2017.0,Persons,Australia,1123,3.8,5.1, ,C44
1485,Incidence,Non-melanoma skin cancer (rare types),2018.0,Males,New South Wales,278,6.1,8.4, ,C44
1486,Incidence,Non-melanoma skin cancer (rare types),2018.0,Males,Victoria,94,2.7,3.7, ,C44
1487,Incidence,Non-melanoma skin cancer (rare types),2018.0,Males,Queensland,148,5.6,7.5, ,C44
1488,Incidence,Non-melanoma skin cancer (rare types),2018.0,Males,Western Australia,62,4.7,6.5, ,C44
1489,Incidence,Non-melanoma skin cancer (rare types),2018.0,Males,South Australia,31,2.8,3.7, ,C44
1490,Incidence,Non-melanoma skin cancer (rare types),2018.0,Males,Tasmania,17,5,6.7, ,C44
1491,Incidence,Non-melanoma skin cancer (rare types),2018.0,Males,Australian Capital Territory,5,2.6,3.5, ,C44
1492,Incidence,Non-melanoma skin cancer (rare types),2018.0,Males,Northern Territory,2,n.p.,n.p., ,C44
1493,Incidence,Non-melanoma skin cancer (rare types),2018.0,Males,Australia,634,4.6,6.3, ,C44
1494,Incidence,Non-melanoma skin cancer (rare types),2018.0,Females,New South Wales,182,3.3,4.4, ,C44
1495,Incidence,Non-melanoma skin cancer (rare types),2018.0,Females,Victoria,50,1.1,1.5, ,C44
1496,Incidence,Non-melanoma skin cancer (rare types),2018.0,Females,Queensland,74,2.3,3.1, ,C44
1497,Incidence,Non-melanoma skin cancer (rare types),2018.0,Females,Western Australia,38,2.5,3.2, ,C44
1498,Incidence,Non-melanoma skin cancer (rare types),2018.0,Females,South Australia,16,1.2,1.6, ,C44
1499,Incidence,Non-melanoma skin cancer (rare types),2018.0,Females,Tasmania,7,1.5,2.1, ,C44
1500,Incidence,Non-melanoma skin cancer (rare types),2018.0,Females,Australian Capital Territory,2,n.p.,n.p., ,C44
1501,Incidence,Non-melanoma skin cancer (rare types),2018.0,Females,Northern Territory,1,n.p.,n.p., ,C44
1502,Incidence,Non-melanoma skin cancer (rare types),2018.0,Females,Australia,371,2.2,2.9, ,C44
1503,Incidence,Non-melanoma skin cancer (rare types),2018.0,Persons,New South Wales,460,4.6,6.1, ,C44
1504,Incidence,Non-melanoma skin cancer (rare types),2018.0,Persons,Victoria,144,1.8,2.5, ,C44
1505,Incidence,Non-melanoma skin cancer (rare types),2018.0,Persons,Queensland,222,3.8,5.1, ,C44
1506,Incidence,Non-melanoma skin cancer (rare types),2018.0,Persons,Western Australia,100,3.5,4.6, ,C44
1507,Incidence,Non-melanoma skin cancer (rare types),2018.0,Persons,South Australia,47,1.9,2.6, ,C44
1508,Incidence,Non-melanoma skin cancer (rare types),2018.0,Persons,Tasmania,24,3,4.1, ,C44
1509,Incidence,Non-melanoma skin cancer (rare types),2018.0,Persons,Australian Capital Territory,7,1.7,2.3, ,C44
1510,Incidence,Non-melanoma skin cancer (rare types),2018.0,Persons,Northern Territory,3,n.p.,n.p., ,C44
1511,Incidence,Non-melanoma skin cancer (rare types),2018.0,Persons,Australia,1005,3.3,4.4, ,C44
1512,Incidence,Non-melanoma skin cancer (rare types),2019.0,Males,New South Wales,343,7.4,9.9, ,C44
1513,Incidence,Non-melanoma skin cancer (rare types),2019.0,Males,Victoria,154,4.3,5.8, ,C44
1514,Incidence,Non-melanoma skin cancer (rare types),2019.0,Males,Queensland,210,7.6,10.3, ,C44
1515,Incidence,Non-melanoma skin cancer (rare types),2019.0,Males,Western Australia,86,6.1,8.4, ,C44
1516,Incidence,Non-melanoma skin cancer (rare types),2019.0,Males,South Australia,32,2.7,3.8, ,C44
1517,Incidence,Non-melanoma skin cancer (rare types),2019.0,Males,Tasmania,15,3.8,5.4, ,C44
1518,Incidence,Non-melanoma skin cancer (rare types),2019.0,Males,Australian Capital Territory,6,3,4, ,C44
1519,Incidence,Non-melanoma skin cancer (rare types),2019.0,Males,Northern Territory,2,n.p.,n.p., ,C44
1520,Incidence,Non-melanoma skin cancer (rare types),2019.0,Males,Australia,849,6,8.1, ,C44
1521,Incidence,Non-melanoma skin cancer (rare types),2019.0,Females,New South Wales,157,2.8,3.8, ,C44
1522,Incidence,Non-melanoma skin cancer (rare types),2019.0,Females,Victoria,86,2,2.6, ,C44
1523,Incidence,Non-melanoma skin cancer (rare types),2019.0,Females,Queensland,111,3.4,4.5, ,C44
1524,Incidence,Non-melanoma skin cancer (rare types),2019.0,Females,Western Australia,43,2.4,3.4, ,C44
1525,Incidence,Non-melanoma skin cancer (rare types),2019.0,Females,South Australia,13,0.9,1.2, ,C44
1526,Incidence,Non-melanoma skin cancer (rare types),2019.0,Females,Tasmania,7,1.7,2.3, ,C44
1527,Incidence,Non-melanoma skin cancer (rare types),2019.0,Females,Australian Capital Territory,2,n.p.,n.p., ,C44
1528,Incidence,Non-melanoma skin cancer (rare types),2019.0,Females,Northern Territory,1,n.p.,n.p., ,C44
1529,Incidence,Non-melanoma skin cancer (rare types),2019.0,Females,Australia,420,2.4,3.3, ,C44
1530,Incidence,Non-melanoma skin cancer (rare types),2019.0,Persons,New South Wales,500,4.9,6.6, ,C44
1531,Incidence,Non-melanoma skin cancer (rare types),2019.0,Persons,Victoria,240,3,4, ,C44
1532,Incidence,Non-melanoma skin cancer (rare types),2019.0,Persons,Queensland,321,5.3,7.1, ,C44
1533,Incidence,Non-melanoma skin cancer (rare types),2019.0,Persons,Western Australia,129,4.2,5.7, ,C44
1534,Incidence,Non-melanoma skin cancer (rare types),2019.0,Persons,South Australia,45,1.7,2.3, ,C44
1535,Incidence,Non-melanoma skin cancer (rare types),2019.0,Persons,Tasmania,22,2.6,3.7, ,C44
1536,Incidence,Non-melanoma skin cancer (rare types),2019.0,Persons,Australian Capital Territory,8,1.9,2.6, ,C44
1537,Incidence,Non-melanoma skin cancer (rare types),2019.0,Persons,Northern Territory,3,n.p.,n.p., ,C44
1538,Incidence,Non-melanoma skin cancer (rare types),2019.0,Persons,Australia,1269,4.1,5.4, ,C44
